,N_to_C.logFC,N_to_C.AveExpr,N_to_C.t,N_to_C.P.Value,N_to_C.adj.P.Val,N_to_C.B,N_to_C.N_AVG,N_to_C.C_AVG,N_to_C.deltaBeta,N_to_C.CHR,N_to_C.MAPINFO,N_to_C.Strand,N_to_C.Type,N_to_C.gene,N_to_C.feature,N_to_C.cgi,N_to_C.feat.cgi,N_to_C.UCSC_Islands_Name,N_to_C.SNP_ID,N_to_C.SNP_DISTANCE
cg16817594,-0.211810773141716,0.24487364868721,-4.41800973679637,0.000117335241780482,0.0461053449261796,0.819074432531028,0.14238456490896,0.354195338050676,0.211810773141716,22,47211579,F,II,TBC1D22A,Body,opensea,Body-opensea,,rs79412870;rs562115053;rs572608322,7;15;37
cg23679824,-0.160914506847351,0.220897054588232,-4.41759123209018,0.000117473223589463,0.0461053449261796,0.817932829473705,0.143035196436288,0.30394970328364,0.160914506847351,5,66531712,F,II,,IGR,opensea,IGR-opensea,,rs114523212;rs529830765,0;26
cg06716084,-0.208039468023121,0.197192477879801,-4.41757816182055,0.000117477535465518,0.0461053449261796,0.817897176561295,0.0965282191589361,0.304567687182058,0.208039468023121,2,209111707,F,II,IDH1,Body,opensea,Body-opensea,,rs536481822,34
cg05583717,-0.0770542927178712,0.11194854791241,-4.41743076165797,0.000117526173549356,0.0461053449261796,0.81749510178915,0.074664212726343,0.151718505444214,0.0770542927178713,17,28049612,F,II,SSH2,Body,opensea,Body-opensea,,rs557533648,0
cg05656374,0.204570644676089,0.619609376163526,4.41714425980464,0.000117620768421708,0.0461053449261796,0.816713596429343,0.718595171974536,0.514024527298447,-0.204570644676089,21,42733825,R,II,MX2,TSS200,opensea,TSS200-opensea,,rs538469203,20
cg12413156,-0.198436104400345,0.292201379597228,-4.41703690381962,0.000117656233744572,0.0461053449261796,0.816420758822679,0.196183909726093,0.394620014126438,0.198436104400345,20,62368256,F,II,LIME1,5'UTR,shore,5'UTR-shore,chr20:62368955-62371962,rs556135635;rs112253079;rs539887775,0;21;32
cg10143964,0.0745076571867533,0.857602412546463,4.41700473599823,0.000117666862525115,0.0461053449261796,0.816333014133214,0.893654504733602,0.819146847546849,-0.0745076571867528,21,43320688,F,II,C2CD2,Body,opensea,Body-opensea,,,
cg16859755,-0.151223571951342,0.454578880451996,-4.41685802992026,0.000117715348682366,0.0461053449261796,0.815932843227064,0.381406184346508,0.53262975629785,0.151223571951342,16,66770061,R,II,DYNC1LI2,Body,opensea,Body-opensea,,rs202203026;rs112063186;rs570710697,36;19;1
cg24628298,0.0889364266418686,0.765186370994631,4.41678722045728,0.000117738758181563,0.0461053449261796,0.815739696866552,0.808220125821342,0.719283699179473,-0.0889364266418684,17,47786426,F,I,SLC35B1,TSS1500,opensea,TSS1500-opensea,,rs76829400;rs181550219;rs185633848,5;23;36
cg10016752,-0.267607746937545,0.253796573401313,-4.41656612255151,0.000117811882441067,0.0461086173944488,0.815136614073806,0.124308953915404,0.39191670085295,0.267607746937545,18,73130463,F,II,SMIM21,Body,opensea,Body-opensea,,rs574026965,1
cg22531018,-0.22329557090038,0.240072706154498,-4.4159455029609,0.000118017381547958,0.0461089655917837,0.813443799592855,0.132026462170444,0.355322033070824,0.22329557090038,7,142981779,F,II,TMEM139,TSS1500,shelf,TSS1500-shelf,chr7:142985047-142985810,rs7806162;rs534046548;rs558651417;rs577249436,26;40;46;47
cg14783600,-0.255321721737465,0.302424314065714,-4.41592442725531,0.000118024366339786,0.0461089655917837,0.813386313924634,0.178881545483069,0.434203267220535,0.255321721737466,14,99782735,F,II,,IGR,opensea,IGR-opensea,,,
cg03971994,-0.15326140642896,0.204146508409023,-4.4155240495367,0.000118157134946282,0.0461089655917837,0.812294262372864,0.129987763362752,0.283249169791712,0.15326140642896,11,61467921,R,II,DAGLA,5'UTR,opensea,5'UTR-opensea,,rs540099408,1
cg22474767,-0.209565305991999,0.22210942842255,-4.41551494124539,0.000118160157049536,0.0461089655917837,0.812269419257868,0.120706861007067,0.330272166999065,0.209565305991999,8,96133173,R,II,,IGR,opensea,IGR-opensea,,rs557213712;rs144580136;rs542034628;rs554352461;rs539417738,33;8;6;2;2
cg16494108,0.0912500652253685,0.549516859925504,4.41546513936031,0.000118176682514586,0.0461089655917837,0.812133583431471,0.593670117292618,0.50242005206725,-0.0912500652253684,15,44120022,F,II,WDR76,5'UTR,shore,5'UTR-shore,chr15:44119074-44119277,rs185572881;rs370444708;rs552342212,1;5;43
cg10714960,0.0742503600365818,0.791643728080713,4.41510989440602,0.000118294627661473,0.0461089655917837,0.811164653423297,0.827571321646801,0.753320961610219,-0.0742503600365811,7,150720502,F,I,ATG9B,Body,opensea,Body-opensea,,rs114105923;rs370142999;rs568650018;rs534555852;rs140686724;rs200055248;rs539913593;rs556697796,0;1;13;22;23;30;32;47
cg06863878,0.0688789587469245,0.866813901881136,4.41504593274751,0.000118315875982771,0.0461089655917837,0.81099019979649,0.900142430307067,0.831263471560144,-0.0688789587469237,6,32168732,F,II,NOTCH4,Body,opensea,Body-opensea,,rs3134942,39
cg07531549,0.0769821448187242,0.885117254020621,4.41500066873447,0.000118330915151176,0.0461089655917837,0.81086674378371,0.922366678932907,0.845384534114183,-0.0769821448187241,8,145011406,F,II,PLEC1,Body,shore,Body-shore,chr8:145008908-145009407,rs559126688;rs11993492;rs376735010,15;20;49
cg05849431,-0.163703642223997,0.268121523697345,-4.41476069062235,0.000118410680523529,0.0461102498147721,0.810212216185112,0.18891008391154,0.352613726135537,0.163703642223997,11,67415187,F,I,ACY3,5'UTR,opensea,5'UTR-opensea,,rs548325060;rs566669406;rs141339224,1;21;27
cg01363095,-0.190656265819452,0.367504620584825,-4.41453723214115,0.000118485002805759,0.0461102498147721,0.80960275152817,0.275251588736703,0.465907854556155,0.190656265819452,10,611886,R,II,DIP2C,Body,opensea,Body-opensea,,rs117471763;rs115235532;rs570183406,39;2;1
cg00061635,-0.151218044406441,0.203404461085436,-4.41437131801058,0.000118540215677783,0.0461102498147721,0.809150238432094,0.130234439598448,0.281452484004889,0.151218044406441,17,8311836,F,II,,IGR,opensea,IGR-opensea,,rs537385884;rs558958739;rs558442700,3;11;46
cg13077752,-0.199897617744047,0.261088551363886,-4.41421190334295,0.000118593289625877,0.0461102498147721,0.808715455196212,0.164363897616766,0.364261515360813,0.199897617744047,18,42322634,R,II,SETBP1,Body,shore,Body-shore,chr18:42324454-42324966,rs561214773,51
cg23154770,-0.206320374121256,0.239359509623097,-4.41397268022906,0.000118672978302479,0.0461105140422497,0.808063010581987,0.139527070532167,0.345847444653422,0.206320374121256,5,141246933,F,II,PCDH1,Body,opensea,Body-opensea,,rs140469362;rs543352679;rs556469918,0;12;43
cg02351381,0.173336886908643,0.754111840072524,4.41374862767404,0.000118747661464705,0.0461105140422497,0.807451947901223,0.837984527286383,0.66464764037774,-0.173336886908643,12,110172346,F,II,MGC14436,Body,opensea,Body-opensea,,,
cg07300394,-0.234397636415235,0.193423588750605,-4.41362683078596,0.000118788279368469,0.0461105140422497,0.807119771650258,0.0800053775819427,0.314403013997178,0.234397636415235,7,138982568,F,II,UBN2,Body,opensea,Body-opensea,,rs190102177;rs570220775,21;26
cg16342504,0.119305199287527,0.864508239572734,4.41280973067482,0.000119061128608607,0.0461604725354651,0.804891345618228,0.922236561808634,0.802931362521107,-0.119305199287527,20,32808566,R,II,,IGR,opensea,IGR-opensea,,rs534350361,26
cg09535618,-0.148386877239907,0.212485637599648,-4.41238829379758,0.000119202098595772,0.0461604725354651,0.803742020131835,0.140685535709371,0.289072412949278,0.148386877239907,3,58594561,F,II,FAM107A,Body,opensea,Body-opensea,,rs577795012,7
cg26462892,-0.215695055246504,0.284509141049086,-4.41233410045471,0.00011922023815763,0.0461604725354651,0.803594227882637,0.180140565929811,0.395835621176314,0.215695055246504,15,86039647,F,II,AKAP13,Body,opensea,Body-opensea,,rs374739460;rs182450222,12;14
cg16207151,-0.242277251008077,0.312360537969216,-4.41231410992612,0.000119226930063964,0.0461604725354651,0.803539711221582,0.195129610062082,0.437406861070159,0.242277251008078,10,121586985,R,II,INPP5F,Body,opensea,Body-opensea,,rs150134182;rs372064174;rs150666811;rs200013260;rs112391491;rs139834150,48;40;36;26;23;19
cg01673856,0.167111773479356,0.758728145199461,4.41215483330712,0.000119280261795487,0.0461604725354651,0.803105345849511,0.839588680753988,0.672476907274633,-0.167111773479355,10,114847319,F,II,TCF7L2,Body,opensea,Body-opensea,,rs557088456;rs538743354;rs553864790;rs565696071,0;4;11;21
cg12828741,-0.162673090547854,0.380476420890405,-4.41198782675568,0.000119336207129753,0.0461604725354651,0.802649903520107,0.301763635141443,0.464436725689297,0.162673090547855,11,18600741,F,II,UEVLD,5'UTR,opensea,5'UTR-opensea,,rs547399079;rs565922219;rs539074031,0;1;14
cg09326795,0.0663700685213253,0.840752696491901,4.4118844139274,0.000119370862281649,0.0461604725354651,0.802367888929661,0.872867245776413,0.806497177255088,-0.0663700685213244,7,7305350,R,II,LOC101927354,Body,opensea,Body-opensea,,rs79448511;rs569880982,10;1
cg20928777,0.0985897608024557,0.841159974457525,4.41166630184685,0.000119443987462519,0.0461626574050403,0.801773085251857,0.888864697426455,0.790274936624,-0.0985897608024554,17,14222235,R,II,HS3ST3B1,Body,opensea,Body-opensea,,rs571824131;rs181911974,38;1
cg16558923,-0.209602835364656,0.199407512316123,-4.41148084621463,0.000119506198945499,0.0461626574050403,0.80126734224302,0.097986785526773,0.307589620891429,0.209602835364656,10,127769172,R,II,ADAM12,Body,opensea,Body-opensea,,,
cg24148304,-0.214893694771873,0.303390679819158,-4.41056693980863,0.000119813239053224,0.0461723737706952,0.798775155937571,0.199409859768251,0.414303554540124,0.214893694771873,6,7544377,F,II,DSP,Body,shore,Body-shore,chr6:7541518-7543472,rs187591572;rs149423869;rs114881182;rs527801458;rs147531238,1;4;34;35;45
cg01438365,-0.165456818274985,0.228190702728216,-4.41021098245499,0.000119933039041892,0.0461723737706952,0.797804503052145,0.148130951949998,0.313587770224983,0.165456818274985,17,59480470,F,I,TBX2,Body,island,Body-island,chr17:59473060-59483266,rs571504779;rs201360135,44;48
cg08330031,-0.143150660731868,0.196290763162556,-4.41018367883913,0.000119942233158198,0.0461723737706952,0.797730050038869,0.12702431442133,0.270174975153198,0.143150660731868,10,104623503,F,II,C10orf32,3'UTR,opensea,3'UTR-opensea,,,
cg20700386,-0.234142513864234,0.226126548756653,-4.40996221615689,0.000120016833419859,0.0461723737706952,0.797126156810862,0.112831783983637,0.346974297847871,0.234142513864234,12,113858831,F,II,SDSL,TSS1500,opensea,TSS1500-opensea,,,
cg20967220,-0.172451799986082,0.196526038790056,-4.40993836127601,0.000120024871733014,0.0461723737706952,0.797061108746095,0.113081619441952,0.285533419428034,0.172451799986082,6,53013647,R,II,GCM1,TSS200,opensea,TSS200-opensea,,,
cg00583480,-0.215418414883207,0.270264721190874,-4.40967483282374,0.000120113707616767,0.0461723737706952,0.79634251780375,0.166030004311903,0.38144841919511,0.215418414883207,8,134441362,R,II,,IGR,opensea,IGR-opensea,,rs549647943;rs150072347;rs144388562,42;2;1
cg15295332,-0.0230812032283415,0.0608312082297327,-4.40960372739038,0.000120137688513185,0.0461723737706952,0.796148628595776,0.0496628840869868,0.0727440873153283,0.0230812032283415,12,48166779,R,I,SLC48A1,TSS200,shore,TSS200-shore,chr12:48166997-48167578,rs531316232;rs548329425,38;20
cg03313447,-0.134689021770896,0.171957212270902,-4.40956416361164,0.000120151033775078,0.0461723737706952,0.796040746966708,0.106785104962404,0.2414741267333,0.134689021770896,19,41829042,R,II,CCDC97,3'UTR,opensea,3'UTR-opensea,,rs575962614;rs543439351,40;2
cg05877550,-0.21605937002702,0.22303573380459,-4.40946366045297,0.000120184941096346,0.0461723737706952,0.795766698088747,0.118490877339903,0.334550247366923,0.21605937002702,16,85369038,R,II,,IGR,opensea,IGR-opensea,,rs527345060;rs142465712;rs560679431;rs150713215,29;17;10;3
cg06216327,0.0750785972746517,0.833683013045941,4.40925154809624,0.000120256533705003,0.0461723737706952,0.79518832093593,0.870011366565934,0.794932769291283,-0.0750785972746507,2,218088459,R,II,,IGR,opensea,IGR-opensea,,rs2373039;rs570673961,15;2
cg08382934,-0.148145537170396,0.188232103340678,-4.40901129670182,0.000120337674791172,0.0461723737706952,0.794533222584131,0.116548778903389,0.264694316073786,0.148145537170396,5,111075329,R,II,NREP,Body,opensea,Body-opensea,,rs557659664;rs186824549;rs533741712;rs191557641,47;41;31;2
cg11236985,-0.220375630427762,0.184513487122157,-4.40899387433985,0.000120343561021426,0.0461723737706952,0.794485716961034,0.0778801175603369,0.298255747988099,0.220375630427762,3,36529903,R,II,STAC,Body,opensea,Body-opensea,,rs536244661,13
cg07288031,-0.162082775355002,0.463365693991786,-4.40890233401657,0.000120374493045353,0.0461723737706952,0.794236114233509,0.384938544626462,0.547021319981464,0.162082775355002,16,77370171,R,II,ADAMTS18,Body,opensea,Body-opensea,,rs11149981;rs115714282,35;2
cg12509026,-0.188279522327911,0.177417011855516,-4.40782482268954,0.000120739181965999,0.0462571936926933,0.791298147264321,0.08631401718072,0.274593539508631,0.188279522327911,10,24754664,R,II,KIAA1217,TSS1500,opensea,TSS1500-opensea,,rs548351252;rs568203899;rs116190261,9;6;4
cg27202475,-0.115089049427924,0.221234045604531,-4.40734982785063,0.000120900292992158,0.0462571936926933,0.790003062344387,0.165545795881343,0.280634845309266,0.115089049427924,11,43955465,F,II,,IGR,opensea,IGR-opensea,,rs544892021,26
cg10099795,0.102342410667051,0.797177575236117,4.40725238240454,0.000120933371272361,0.0462571936926933,0.789737378524117,0.846698096526625,0.744355685859575,-0.10234241066705,21,16681618,R,II,,IGR,opensea,IGR-opensea,,rs567338683;rs536332872;rs556016771,48;45;4
cg16365663,-0.186799659238369,0.226617458611512,-4.40698493361003,0.000121024203917014,0.0462571936926933,0.789008188853755,0.136230526721978,0.323030185960347,0.186799659238369,1,51705878,R,II,RNF11,Body,shelf,Body-shelf,chr1:51701767-51702542,rs551781145;rs570063413,16;14
cg15994332,-0.214434208775111,0.23324816187157,-4.40697199023276,0.000121028601539188,0.0462571936926933,0.788972899424664,0.12948967375458,0.343923882529691,0.214434208775111,1,6928587,F,II,CAMTA1,Body,opensea,Body-opensea,,rs112199124,1
cg11105563,-0.266246993003878,0.255256362570717,-4.40693282420509,0.000121041909491557,0.0462571936926933,0.788866115465009,0.12642717240755,0.392674165411428,0.266246993003878,10,354620,R,II,DIP2C,Body,opensea,Body-opensea,,rs367984861;rs192306439,49;14
cg19163395,0.117329077881569,0.820251336618675,4.4067452829041,0.000121105652899889,0.0462571936926933,0.788354797417916,0.877023471077498,0.759694393195931,-0.117329077881568,17,42164433,R,I,HDAC5,Body,opensea,Body-opensea,,rs183373486;rs569712355;rs536794153,47;28;3
cg16799087,-0.169318428366511,0.465803329327309,-4.40671651714305,0.000121115433029101,0.0462571936926933,0.788276370007815,0.383875057537062,0.553193485903573,0.169318428366511,16,90128361,R,II,PRDM7,Body,opensea,Body-opensea,,rs140587900;rs565913809;rs144566549,26;21;18
cg19347751,-0.0912413227376982,0.154975499551616,-4.4058407783037,0.000121413551298795,0.0463051159856012,0.785888792686753,0.110826472420472,0.20206779515817,0.0912413227376983,12,31671870,F,II,DENND5B,Body,opensea,Body-opensea,,rs116105929,1
cg04997772,0.0740061294331469,0.86816704773239,4.40565566344437,0.000121476660768463,0.0463051159856012,0.78538411587189,0.903976465200041,0.829970335766895,-0.0740061294331466,13,38275639,R,II,TRPC4,Body,opensea,Body-opensea,,,
cg19982868,-0.159474466930895,0.376121889079444,-4.40556473905512,0.000121507670642517,0.0463051159856012,0.785136231205548,0.298956824435463,0.458431291366358,0.159474466930895,6,158415386,F,II,SYNJ2,Body,opensea,Body-opensea,,rs535634163;rs553982171,1;50
cg26978396,-0.169977343830016,0.24683323499831,-4.40553064045836,0.000121519302028418,0.0463051159856012,0.78504326940893,0.164586133145076,0.334563476975092,0.169977343830016,14,71921564,R,II,,IGR,opensea,IGR-opensea,,rs540961650;rs182893281,14;4
cg19198580,-0.140706066591469,0.426018315457375,-4.40522332648426,0.000121624179700885,0.0463051159856012,0.784205456892907,0.3579347348486,0.498640801440069,0.140706066591469,5,138716310,R,II,SLC23A1,Body,shore,Body-shore,chr5:138713814-138714340,rs201746992;rs199550338;rs115153492;rs114007481,48;32;2;1
cg26043485,-0.191779509888858,0.205883691674312,-4.40473169080857,0.00012179214734972,0.0463051159856012,0.782865163703383,0.113087154631316,0.304866664520174,0.191779509888858,22,37908257,R,II,CARD10,Body,shelf,Body-shelf,chr22:37911979-37912258,rs78500845,34
cg18026626,0.140612837649032,0.502303259391072,4.40470521090382,0.000121801200732547,0.0463051159856012,0.782792975276926,0.570341729221249,0.429728891572217,-0.140612837649032,15,78286614,R,II,LOC91450,TSS200,opensea,TSS200-opensea,,rs551952755;rs571835855,45;9
cg20090883,-0.131882648032987,0.772674936592675,-4.4046665350949,0.000121814425046123,0.0463051159856012,0.782687539039267,0.708860752060585,0.840743400093572,0.131882648032987,13,43659562,R,II,DNAJC15,Body,opensea,Body-opensea,,rs117607639,38
cg11521353,-0.114856302734576,0.128139953127971,-4.40463181251974,0.000121826298850602,0.0463051159856012,0.782592880090895,0.0725643227725311,0.187420625507107,0.114856302734576,6,3774054,F,II,,IGR,opensea,IGR-opensea,,rs531472772;rs77369680;rs72847750;rs527327679;rs114225375,16;25;36;41;51
cg14756006,-0.180185753861988,0.209944866830581,-4.40369694668527,0.000122146418027515,0.0464020163310494,0.780044353444016,0.122758211736071,0.302943965598059,0.180185753861988,6,94489271,R,II,,IGR,opensea,IGR-opensea,,rs144142073,34
cg04184278,-0.174450205727089,0.514298911069491,-4.4029304730122,0.000122409496235546,0.0464051258464962,0.777954961954064,0.429887521201544,0.604337726928634,0.174450205727089,12,21757759,R,II,GYS2,5'UTR,opensea,5'UTR-opensea,,rs184607089,16
cg14886850,0.0832073082307228,0.862211135381001,4.40261703019137,0.000122517241118651,0.0464051258464962,0.777100544899474,0.902472736137803,0.81926542790708,-0.0832073082307224,14,75122289,R,II,,IGR,opensea,IGR-opensea,,rs185215933;rs576269464,28;5
cg18046522,-0.0870423083253695,0.158891101972311,-4.40258606144932,0.000122527891604471,0.0464051258464962,0.777016127564618,0.116773856008422,0.203816164333792,0.0870423083253695,17,65484480,R,II,PITPNC1,Body,opensea,Body-opensea,,rs17654536,39
cg17659212,-0.167898275851504,0.172063807744219,-4.40254758984372,0.000122541123681174,0.0464051258464962,0.776911258431885,0.0908227065257495,0.258720982377253,0.167898275851504,1,180542009,R,II,,IGR,opensea,IGR-opensea,,rs115514838;rs372901664,25;2
